"children_youth_justice","adult_carers_isolated_18","adult_carers_isolated_all_ages","adult_carers_not_isolated","alcohol_rx_18","alcohol_rx_all_ages","alcohol_admissions_f","alchol_admissions_m","alcohol_admissions_p","children_leaving_care","depression","domestic_abuse","self_harm_female","self_harm_male","self_harm_persons","opiates","lt_health_problems","lt_unepmloyment","looked_after_children","marital_breakup","old_pople_alone","alone","self_reported_well_being","smi","social_care_mh","homeless","alcohol_rx","drug_rx_non_opiate","drug_rx_opiate","suicide_rate","unemployment"
33.3,44.3,45.1,3.80208242496119,6.16821017260524,1214.39,2353.96,1745.58,7.29959104700761,23.4765744615699,10.1072018997517,22.4798235258081,272.819451591975,189.394619893,230.482122900603,9.81039789737031,20.9420765625285,0.350902320252077,86.7612534449321,13.3583593785388,5.57464084946908,14.2544181945108,24.22,0.824756991243652,226.083346923043,1.652403635288,28.4738041,20.84805654,3.947368421,13.6099236995163,5.8
37.3,44,46.1,3.40412481790999,5.95721843134248,943.14,1726.91,1305.42,6.86056010723095,28.1107050675935,11.8213151026892,17.7819428229425,215.348788156075,132.748006938373,174.288310982393,8.4702492751509,18.5998643791144,0.267957792027794,76.6655592752549,12.9568106312292,4.32558988080759,10.2122354658234,19.82,0.804644135892994,421.887729371145,1.10754881958613,48.95104895,35.71428571,5.194805195,9.89842140055489,4.6
29.7,53.8,50,1.56685095431777,3.43408266153584,725.39,1471.98,1062.75,4.57375874800242,35.4228758489275,8.54780616848811,19.7137220427833,66.0068552167141,43.1420495507298,54.0375200780836,6.37389134477892,15.5670397260708,0.379330292368823,81.8390579957981,12.2091939679273,4.06119486604869,10.4206987878171,22.21,0.685147175444325,85.3250885875185,3.55757287657369,48.21428571,39.3442623,6.19047619,13.0847078888205,5
34.4,41.4,52.7,4.24415964712315,6.19943843651831,893.79,1844.51,1335.7,6.41951532659284,49.5206402028365,8.54656119942258,20.8674043258163,500.570055129953,230.232683203282,362.768961279234,9.8565396550847,24.0159133774693,0.41649312786339,110.926234054354,14.8293530972642,7.56715764455703,15.7863464365012,20.64,1.12102840076249,452.085666860096,0.959835834974432,43.15068493,37.17277487,8.396946565,14.0862264315323,5.4
35.1,29.8,41.1,2.02089615668049,8.2644254461117,1003.96,2024.52,1480.16,9.99676363767126,32.3111719723663,6.31007385922903,21.6449216405548,79.7492561692965,40.7998628342117,60.350238250297,13.1675545432299,13.5000157420817,0.50622125304649,46.92813072177,8.81085348094904,2.41189088570481,13.999592559009,21.43,1.34295663521782,349.903967962078,4.55056620550775,37.70491803,48.64253394,7.614213198,8.60631373616624,7.9
31.9,41.6,44.6,2.81924920708616,4.12818633894759,986.98,1941.04,1422.31,4.03721931713319,19.3952380072778,10.1364742885456,22.4798235258081,203.803839572696,106.20952712132,153.886073228631,5.78806767586821,17.037399924088,0.2203887105883,60.9564623085875,10.8987906215077,5.36273121534822,12.5086005229118,20.03,0.888433998749984,601.563344259933,1.43915732745422,54.92537313,55.93220339,9.018567639,6.82373266516378,3.6
36.7,42.9,50.7,3.17262996533749,7.15748370785874,1042.21,2114.55,1540.4,6.52384998179391,26.5625224345629,9.264452559774,22.665090957199,204.430327564875,146.384871395102,174.853289294591,12.3729936162117,22.0665547497675,0.400723209983733,68.9189771275145,13.1818643551282,5.64909515180101,12.921083335402,21.76,0.829783323686817,468.798833211793,1.46495846980942,34.24408015,32.421875,3.997461929,10.4300230144807,5
35.9,35.9,46.9,1.32637384657958,6.66049600656507,866.73,1747.1,1269.14,6.8229587712207,25.3444541726188,8.66371470386077,22.3660077905046,220.594635134623,141.6108749901,180.47411287478,11.1156470519624,20.7564894197673,0.692627366476835,95.2337065880221,10.9565837567977,5.17769458894453,11.507608537119,19.04,0.890593908538444,77.9612813092506,3.04660952020407,31.03448276,25.11210762,6.267281106,10.33501432289,6.7
25.8,31.1,36.8,1.76218805835346,4.4471932614714,865.45,1795.59,1292.02,7.00686011959353,27.6404287337612,5.79284673478072,21.6449216405548,94.7302600640743,42.4352196798589,67.7397394270969,7.9833634915062,14.5704339610221,0.485884907709012,42.2284327876908,11.3178195351768,3.46004715234885,11.205892095162,16.88,1.11647605823306,340.044691588037,10.4995749942045,48.4375,51.12359551,8.370044053,8.57333848066619,5.9
25.1,38.8,42.2,2.24606048121945,3.95734465738665,836,1788.74,1255.72,5.09218612818262,26.2536098713573,5.77643367726494,21.6449216405548,102.556453930394,60.4167486891846,81.3699667100994,6.48636001247877,11.2008338898028,0.329501514397689,40.2008401155159,8.92147709471891,3.44275446878481,13.958653795152,21.19,0.944607338140899,167.388296210329,6.34343584226731,48.81889764,37.75510204,8.076923077,10.4180747270674,4.7
41.6,45.9,46.5,3.77204733888542,4.77216463659318,1029.32,1965.29,1462.48,3.95663876917646,29.207575995866,9.39718197111927,5.51321588505666,393.810550753238,231.42203224282,309.352504587877,7.09400492909741,17.3057143422276,0.236107726054107,77.5124132197982,11.782697260165,4.96006598668196,12.3393083469129,19.68,0.865876134506381,290.267682471013,0.978088567606156,32.20064725,35.02824859,6.343283582,9.85310086682277,4
40.8,40.3,42.6,2.05539318783972,3.22990358089099,801.64,1504.75,1123.82,4.63611859838275,27.9597379773127,7.9695700196723,15.6505473803938,203.003532458417,121.614825797153,161.173117927762,6.0298564032768,17.0811074405013,0.165333754714938,67.9022208020451,11.5067941620533,5.43422244795824,12.4751395811357,18.35,0.702747453743815,78.9364227834804,2.78406926261937,35.56430446,39.59899749,7.560483871,12.2059758916176,3.4
44.1,47.7,44.1,0.907569462369173,2.57283453093646,606.82,1254.53,908.68,4.02212166918049,19.6182842409125,7.8345189701897,22.6886168163391,300.109842830591,131.556634398364,214.399099276311,5.27481377088786,13.1827696948421,0.0981486073229192,43.4404865334492,11.1471429386219,4.52020838028076,10.686117260303,20.1,0.680963378422963,561.353235533125,0.590493061706525,32.03883495,30,4.80349345,6.73549999614475,3.2
35.3,31.9,43,0.95062799061198,2.21813197809462,726.08,1439.71,1049.97,5.78762562053517,22.588726758547,8.64444513859111,17.1376269004,290.034759001051,152.398586145726,220.316797198542,5.2494063171427,17.2117210233836,0.149598393574297,37.5500912349873,12.1801621604473,6.58311645652778,13.490663769361,22.15,0.82862214191523,559.469147015006,1.80224643085889,29.81969487,27.42316785,5.701754386,9.66626794425263,2.7
29,29.7,36.2,2.68434770869895,7.87650962107602,707.34,1406.13,1039.65,3.84303112313938,25.816142129597,4.79994367915894,21.6449216405548,85.0776094641397,50.7395864676793,67.1476010523981,13.1777086372878,14.0745501285347,0.365136327070865,38.7242131943956,11.3525897693938,5.17569697197103,22.463040786462,17.55,1.36538807132445,725.100243559313,4.85293194233892,24.79338843,31.13006397,7.177814029,8.69343891363315,5.9
28.2,38.8,34.5,3.08442071340558,6.22413193895927,1106.27,2117.92,1578.29,5.96629351703777,26.6504789683303,9.08972419595003,22.4798235258081,331.050121828173,224.386426411605,276.592432972083,10.4350268260086,21.4947978442594,0.42477106815106,71.8082349980012,12.3913507223892,5.04347771015282,12.683268206489,21.63,0.8095930324026,138.000828004968,1.40169626593807,42.48927039,40.92664093,7.403846154,11.039990051553,5
24.9,29.1,48,1.69311387905048,2.61087654246103,785.33,1485.6,1108.38,3.17184024755826,15.377813659343,7.57041511184197,17.7321878690112,318.407189392532,168.051745011713,241.856519321432,4.93995542397126,15.9760160176313,0.108554059921841,39.8862041789209,11.916171288877,5.37346545722933,11.3210060399079,18.46,0.776926864530188,77.8606718668158,1.4059285788282,41.27243067,36.05633803,13.43804538,8.9473277088464,3.4
42.3,31.6,48.7,1.46487373139303,3.06132294764173,708.2,1408.42,1027.11,3.02904317871355,13.3349137675576,6.20612947347853,22.6886168163391,196.660058669716,106.915022919891,149.239467313658,5.69473639054524,12.7033757609297,0.104338275672707,26.6698275351153,10.5133735979293,4.909793357672,11.7350157728707,19.86,0.676663141760631,160.261913756196,0.493193923850858,37.1257485,32.69230769,11.21076233,9.2268616444422,3.4
31.6,45.9,47.5,4.32662890077571,9.71517675621262,1196.79,2355.62,1726.29,4.47675990746027,29.6212917845347,11.0411348155812,27.6183650474617,308.846974229937,214.591461090321,261.353131880794,14.2513399876425,22.5790614260295,0.283353253925731,99.2313274781913,12.8549931285461,6.51771265297866,14.959353191059,20.43,1.01077784126091,696.049520469701,0.502845968502287,36.71399594,35.22727273,6.318207926,11.922912636772,4.3
34.5,42.2,48.6,1.0962669655494,1.75893580293374,570.98,1145.46,833.38,2.05475648358972,9.38539096857235,7.14726099879453,22.6886168163391,243.671148125846,104.313802505709,172.153079354697,3.36237502348718,11.9056872651898,0.0804335367631534,21.4523222138797,9.26103568815543,4.06221167787004,9.28166600764466,19.32,0.518186704891596,420.751462111331,1.52794404889421,45.68965517,50,13.51351351,7.31615315012578,3.1
25.2,33.2,50.9,3.27652319932012,7.28002498348939,1031.25,2032.04,1496.64,9.45193708671125,43.8392903192532,8.58635355909303,22.3660077905046,285.642128478345,127.130446132331,205.321175609661,13.3715024471327,20.5467591293542,1.21442790429807,112.606804545533,11.2313606302519,5.36236488192696,13.3900279400145,17.69,0.993071080644923,206.222012726844,3.60125660868899,40.57450628,27.67857143,5.118110236,10.1254299789995,8.4
38.4,43,49.7,1.92186583856327,3.61137049664488,736.2,1471.54,1079.83,6.86056010723095,20.3888633425589,9.96690067477345,17.7819428229425,206.188279260333,115.966404861136,159.663195712432,7.72297655226252,17.9260962716079,0.238896299098166,60.2989788216105,11.9681548092167,5.62714228454032,12.1844427229279,16.89,0.730088383561366,106.231667660129,2.73043931181536,38.94849785,28.78787879,6.692015209,10.7295114924681,3.5
45.1,45.5,49.5,2.4371931162702,4.85055060304143,722.95,1508.86,1077.57,6.19891381864063,21.798959099703,7.84729987413638,15.221108992094,316.008305976453,141.759464639487,229.911517078752,6.73014027182208,15.3369586621628,0.0983112315120267,51.7725278617946,10.4651932040295,5.67408294466154,13.2484558174713,22.02,0.803431060359763,218.554930139108,1.05137892389634,35.25498891,36.92946058,9.386281588,12.7060408239785,3.2
